Given credit (NT$);Education;Age;Past, monthly payment (-1);Past, monthly payment (-2);Past, monthly bill (-1);Past, monthly bill (-2);Prev. payment in NT$ (-1);Prev. payment in NT$ (-2);Y;Gender_female;Gender_male;Marital status_married;Marital status_others;Marital status_single
0.02;1.0;1.0;0.07692307692307698;0.08894847686234794;0.1247874247368663;0.0;0.06263636363636363;2.0;1.0;1.0;0.0;1.0;0.0;0.0
0.22;0.25;1.0;0.1282051282051282;0.0818650524207934;0.11687617778186331;0.0;0.0909090909090909;2.0;1.0;1.0;0.0;0.0;0.0;1.0
0.16;0.5;0.5;0.33333333333333337;0.23467943332604468;0.18755458013512893;0.13675675675675675;0.13636363636363635;2.0;0.0;1.0;0.0;0.0;0.0;1.0
0.07999999999999999;0.5;0.5;0.41025641025641024;0.33682229868919245;0.3840775382635474;0.18018018018018017;0.18354545454545454;2.0;0.0;1.0;0.0;1.0;0.0;0.0
0.07999999999999999;0.5;0.5;0.41025641025641024;0.4370029806773848;0.43484280921082874;0.22522522522522523;0.16499999999999998;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.18;0.5;0.25;0.05128205128205132;0.1347691988997963;0.10914877970308406;0.03423423423423423;0.054636363636363636;2.0;0.0;1.0;0.0;0.0;0.0;1.0
0.25999999999999995;0.5;0.5;0.17948717948717952;0.13136846466343666;0.18795100427448636;0.2999099099099099;0.0;3.0;0.0;1.0;0.0;1.0;0.0;0.0
0.02;0.0;0.0;0.3589743589743589;0.06643227877964854;0.10696557429792711;0.0;0.0;3.0;0.0;0.0;1.0;0.0;0.0;1.0
0.37999999999999995;0.5;0.5;0.33333333333333337;0.13014857353296583;0.16319460403548283;0.20774774774774776;0.0010909090909090907;3.0;0.0;1.0;0.0;0.0;0.0;1.0
0.11999999999999998;0.75;1.0;0.23076923076923073;0.4450703739081399;0.49401916624534636;0.2882882882882883;0.0;2.0;1.0;0.0;1.0;0.0;0.0;1.0
0.48;0.5;0.5;0.20512820512820518;0.47433049842910247;0.4922438755343108;0.2702702702702703;0.2727272727272727;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.07999999999999999;0.75;1.0;0.05128205128205132;0.3576755319761085;0.2745725513627798;0.0;0.13636363636363635;3.0;0.0;1.0;0.0;0.0;1.0;0.0
0.02;0.5;0.5;0.07692307692307698;0.1549089109594559;0.21043801994760308;0.2882882882882883;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.7;0.75;0.0;0.717948717948718;0.06643227877964854;0.10696557429792711;0.0;0.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0
0.33999999999999997;0.75;0.0;0.20512820512820518;0.06643227877964854;0.10696557429792711;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;1.0
0.24000000000000002;0.5;0.5;0.46153846153846156;0.2871520145466263;0.26604081445052163;0.2702702702702703;0.13972727272727273;3.0;0.0;1.0;0.0;0.0;0.0;1.0
0.22;0.25;0.25;0.46153846153846156;0.06825060706846352;0.10878108195063659;0.02846846846846847;0.028727272727272726;2.0;1.0;1.0;0.0;1.0;0.0;0.0
0.11999999999999998;1.0;0.5;0.1282051282051282;0.3028552357497152;0.35082387277657767;0.18081081081081082;0.3256363636363636;2.0;1.0;1.0;0.0;0.0;0.0;1.0
0.16;0.5;0.5;0.05128205128205132;0.0937302199256557;0.14758468538861058;0.5186486486486487;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.07999999999999999;0.5;0.5;0.05128205128205132;0.34044744685993117;0.3471756216390127;0.17774774774774776;0.12963636363636363;3.0;0.0;0.0;1.0;0.0;0.0;1.0
0.09999999999999999;0.75;0.0;0.15384615384615385;0.06580507060407628;0.10452383141058051;0.0;0.0909090909090909;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.07999999999999999;0.5;0.5;0.23076923076923073;0.19613777864730186;0.19968286068851404;0.11711711711711711;0.11818181818181818;3.0;0.0;1.0;0.0;0.0;0.0;1.0
0.07999999999999999;0.25;0.25;0.6666666666666666;0.0701725110192996;0.1265856965574298;0.3076576576576577;0.311;3.0;0.0;1.0;0.0;1.0;0.0;0.0
0.07999999999999999;0.5;0.5;0.1282051282051282;0.1546384633975119;0.20219354690444455;0.13513513513513514;0.13636363636363635;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.07999999999999999;1.0;0.5;0.3076923076923077;0.24203905953298888;0.27712919979776623;0.15477477477477478;0.13636363636363635;2.0;1.0;0.0;1.0;0.0;0.0;1.0
0.18;0.5;0.5;0.28205128205128205;0.6017803505460739;0.5899767890793768;0.27234234234234234;0.3191818181818182;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.3;0.25;0.25;0.23076923076923073;0.24058324606124776;0.10621294296088615;0.011801801801801803;0.036;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.09999999999999999;0.5;0.5;0.02564102564102566;0.1530560574499672;0.16330376430574067;0.13513513513513514;0.13799999999999998;2.0;0.0;1.0;0.0;0.0;0.0;1.0
0.07999999999999999;0.75;0.25;0.10256410256410253;0.06643227877964854;0.11144689065588087;0.07027027027027027;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.5399999999999999;0.25;0.25;0.2564102564102564;0.06929787209556582;0.15910396653950454;0.8175675675675675;0.0;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.11999999999999998;0.5;0.5;0.10256410256410253;0.45496184963115555;0.4918934136140093;0.2702702702702703;0.40909090909090906;1.0;0.0;1.0;0.0;0.0;0.0;1.0
0.0;0.5;0.5;0.02564102564102566;0.07723291864707169;0.12525853748218965;0.13513513513513514;0.2660909090909091;2.0;0.0;0.0;1.0;0.0;0.0;1.0
0.25999999999999995;0.5;0.5;0.41025641025641024;0.40883040060764386;0.46055292549524296;0.2702702702702703;0.2727272727272727;2.0;0.0;1.0;0.0;1.0;0.0;0.0
0.06;0.5;0.5;0.23076923076923073;0.17534208739484192;0.2293112561474468;0.2702702702702703;0.45454545454545453;1.0;0.0;1.0;0.0;0.0;0.0;1.0
0.39999999999999997;0.0;0.0;0.20512820512820518;0.06643227877964854;0.10696557429792711;0.0;0.0;1.0;1.0;0.0;1.0;0.0;0.0;1.0
0.02;0.5;0.5;0.02564102564102566;0.14715224471476412;0.20167072666268326;0.2702702702702703;0.0;1.0;1.0;1.0;0.0;0.0;0.0;1.0
0.02;0.5;0.5;0.07692307692307698;0.16682586629532875;0.2131325550397573;0.11873873873873875;0.11954545454545454;1.0;0.0;0.0;1.0;0.0;0.0;1.0
0.11999999999999998;0.75;1.0;0.5384615384615384;0.2795794828121943;0.31477800248195986;0.0;0.2818181818181818;3.0;1.0;0.0;1.0;0.0;0.0;1.0
0.18;0.5;0.5;0.564102564102564;0.42065528868838686;0.4009112009927839;0.18018018018018017;0.146;3.0;0.0;1.0;0.0;0.0;1.0;0.0
